"time_iso","time_ms","time_s"," "," "," "," "," "," "," "," "," "," "
"2026-07-15T10:40:44.207Z","3412","3.412","-20.56","4.16","-104.1","13.7","-104","14","253.4","326.2","3","34.08"
"2026-07-15T10:40:44.345Z","3550","3.550","-18.79","-1.24","-99.5","0","-100","0","255.9","320.7","2","34.58"
"2026-07-15T10:40:44.392Z","3597","3.597","-19.05","-6.48","-98.8","-20.7","-99","-21","255.8","315.8","2","32.55"
"2026-07-15T10:40:44.458Z","3663","3.663","-19.19","-3.95","-100.1","-19.4","-99","-19","256.8","318.8","2","32.83"
"2026-07-15T10:40:44.521Z","3726","3.726","-20.31","-3.04","-103.8","-17.3","-104","-17","256.3","319.7","3","33.99"
"2026-07-15T10:40:44.579Z","3784","3.784","-24.52","-1.52","-128.5","0","-129","0","252.4","321.7","2","34.25"
"2026-07-15T10:40:44.636Z","3841","3.841","-27.82","0","-149.3","0","-149","0","250","322.8","2","33.34"
"2026-07-15T10:40:44.704Z","3909","3.909","-24.69","0.27","-132.5","0","-133","0","254.2","323.5","2","33.88"
"2026-07-15T10:40:44.763Z","3968","3.968","-19.87","0.82","-103.5","0","-104","0","259.9","323.8","2","34.59"
"2026-07-15T10:40:44.818Z","4023","4.023","-15.59","0.06","-76.7","0","-77","0","265.2","323.4","2","34.88"
"2026-07-15T10:40:44.874Z","4079","4.079","-14.71","0.19","-71.7","0","-72","0","267.6","323.7","2","35.07"
"2026-07-15T10:40:44.943Z","4148","4.148","-11.55","0.14","-46.6","0","-47","0","271","323.9","3","35.95"
"2026-07-15T10:40:44.993Z","4198","4.198","-15.2","-0.6","-79","0","-79","0","268.8","323.1","2","36.77"
"2026-07-15T10:40:45.050Z","4255","4.255","-20.24","-1.87","-105.1","0","-105","0","263.7","322.5","2","35.16"
"2026-07-15T10:40:45.138Z","4343","4.343","-22.47","-1.24","-117.9","0","-118","0","261.5","322.8","2","34.3"
"2026-07-15T10:40:45.212Z","4417","4.417","-24.2","-2.01","-129.7","0","-130","0","261.4","322.5","2","31.66"
"2026-07-15T10:40:45.269Z","4474","4.474","-23.47","-2.08","-125.5","0","-126","0","262.8","322.5","2","32.35"
"2026-07-15T10:40:45.326Z","4531","4.531","-20","-2.29","-106.1","0","-106","0","267.1","322.5","2","32.94"
"2026-07-15T10:40:45.386Z","4591","4.591","-19.64","-1.75","-99.6","0","-99","0","270.2","322.8","2","33.37"
"2026-07-15T10:40:45.452Z","4657","4.657","-16.83","-1.83","-85.7","0","-86","0","272.3","322.9","2","33.05"
"2026-07-15T10:40:45.507Z","4712","4.712","-17.6","0.34","-87.9","0","-88","0","272","323.5","2","33.35"
"2026-07-15T10:40:45.565Z","4770","4.770","-18.88","-1.69","-97.4","0","-97","0","270.8","323.3","2","33.33"
"2026-07-15T10:40:45.628Z","4833","4.833","-18.89","-1.62","-63.3","0","-63","0","271","323.4","3","34.58"
"2026-07-15T10:40:45.677Z","4882","4.882","-21.2","-2.89","-109.2","0","-109","0","271.6","322.5","2","34.79"
"2026-07-15T10:40:45.733Z","4938","4.938","-20.89","-2.5","-110.1","0","-109","0","270.8","322.5","2","33.95"
"2026-07-15T10:40:45.800Z","5005","5.005","-19.79","-2.71","-112.3","0","-112","0","271.7","322.3","3","34.26"
"2026-07-15T10:40:45.905Z","5110","5.110","-19.3","-2.37","-101.2","0","-101","0","274.5","322.5","2","35.24"
"2026-07-15T10:40:45.968Z","5173","5.173","-18.01","-2.93","-65.7","0","-66","0","277","322.5","3","31.73"
"2026-07-15T10:40:46.027Z","5232","5.232","-19.89","-2.4","-100.1","0","-100","0","278.3","322.9","2","32.83"
"2026-07-15T10:40:46.085Z","5290","5.290","-21.43","-0.15","-110","0","-110","0","277.2","323.1","3","32.97"
"2026-07-15T10:40:46.137Z","5342","5.342","-21.42","-1.75","0","0","0","0","277.5","323.2","3","34.9"
"2026-07-15T10:40:46.180Z","5385","5.385","-24.6","-2.81","-127.9","-10.1","-86","-10","275","323.6","2","36.02"
"2026-07-15T10:40:46.238Z","5443","5.443","-25.38","-1.64","-83.1","-10","-83","-10","274.3","323.8","3","35.66"
"2026-07-15T10:40:46.298Z","5503","5.503","-29.44","-1.36","0","0","0","0","273.8","324","3","36.41"
"2026-07-15T10:40:46.341Z","5546","5.546","-26.91","-0.97","0","0","0","0","273.4","324.1","3","37.73"
"2026-07-15T10:40:46.400Z","5605","5.605","-26.32","-0.37","0","0","0","0","273","324.3","3","38.42"
"2026-07-15T10:40:46.448Z","5653","5.653","-28.76","10.84","-148.4","37.3","-148","36","274.3","336","2","38.31"
"2026-07-15T10:40:46.508Z","5713","5.713","-28.57","11.46","-144.1","37.7","-144","38","274.5","336.4","3","36.39"
"2026-07-15T10:40:46.579Z","5784","5.784","-20.09","5.67","-103.9","27.1","-104","27","281.5","330.9","2","36.56"
"2026-07-15T10:40:46.639Z","5844","5.844","-16.71","2.82","-80.6","14.3","-81","14","286","328.1","2","35.63"
"2026-07-15T10:40:46.697Z","5902","5.902","-12.29","1.47","-68.8","0","-69","0","289.4","327","3","35.21"
"2026-07-15T10:40:46.781Z","5986","5.986","-11.84","2.04","-42.3","0","-42","0","290.1","327.3","2","35.48"
"2026-07-15T10:40:46.844Z","6049","6.049","-4.91","2.99","-34.2","10","-34","10","297.1","328.2","3","33.2"
"2026-07-15T10:40:46.901Z","6106","6.106","-4.08","4.02","-21.1","10","-22","10","299.6","328.6","2","35.47"
"2026-07-15T10:40:46.964Z","6169","6.169","-3.31","3.53","-12","10.4","-12","10","300.3","329.1","2","35.9"
"2026-07-15T10:40:47.023Z","6228","6.228","-2.61","3.26","-12","10.8","-12","11","300.5","328.5","2","36.05"
"2026-07-15T10:40:47.078Z","6283","6.283","-4.57","3","-12","10.4","-12","10","298.9","328.1","2","34.64"
"2026-07-15T10:40:47.147Z","6352","6.352","-6.23","2.31","-14.9","10","-15","10","296.8","327.4","3","34.82"
"2026-07-15T10:40:47.193Z","6398","6.398","-7.45","1.97","0","0","0","0","296.1","327","3","36.28"
"2026-07-15T10:40:47.243Z","6448","6.448","-8.65","1.9","0","0","0","0","295.4","326.7","3","37.14"
"2026-07-15T10:40:47.293Z","6498","6.498","-8.98","1.27","0","0","0","0","294.8","326.4","3","38.21"
"2026-07-15T10:40:47.348Z","6553","6.553","-9.48","0.67","0","0","0","0","294.2","326.1","3","38.17"
"2026-07-15T10:40:47.401Z","6606","6.606","-11.44","-0.08","-43.5","0","-43","0","292","325.1","2","38.95"
"2026-07-15T10:40:47.461Z","6666","6.666","-12.89","-0.21","-68.5","0","-69","0","291.3","324.8","3","38.21"
"2026-07-15T10:40:47.573Z","6778","6.778","-8.35","0.73","-39.7","0","-40","0","295.8","325.7","2","38.11"
"2026-07-15T10:40:47.653Z","6858","6.858","5.54","0.9","33.5","0","34","0","309.7","325.9","2","35.57"
"2026-07-15T10:40:47.705Z","6910","6.910","12.13","1","75.8","0","76","0","316.5","326.3","2","35.86"
"2026-07-15T10:40:47.763Z","6968","6.968","16.38","1.41","96.2","0","96","0","320.9","326.8","2","34.91"
"2026-07-15T10:40:47.812Z","7017","7.017","16.46","1.86","95.9","0","96","0","320.9","327","2","35.9"
"2026-07-15T10:40:47.881Z","7086","7.086","14.08","2.58","79.9","0","80","0","318.4","327.5","2","35.16"
"2026-07-15T10:40:47.937Z","7142","7.142","9.36","2.84","42.6","0","43","0","313.7","327.2","2","35.27"
"2026-07-15T10:40:47.984Z","7189","7.189","6.94","3.26","30.5","0","30","0","310.4","327","2","35.59"
"2026-07-15T10:40:48.050Z","7255","7.255","6.71","1.95","24.9","0","25","0","309.6","326.5","2","36.22"
"2026-07-15T10:40:48.097Z","7302","7.302","6.58","1.4","22.7","0","23","0","309.2","326.5","2","36.85"
"2026-07-15T10:40:48.166Z","7371","7.371","6.03","1.74","20.1","0","20","0","309.2","326.8","2","35.46"
"2026-07-15T10:40:48.223Z","7428","7.428","8.72","2.36","27.9","0","28","0","311.2","326.7","2","35.73"
"2026-07-15T10:40:48.281Z","7486","7.486","11.44","1.98","38.7","0","39","0","313.7","327.3","2","36.09"
"2026-07-15T10:40:48.395Z","7600","7.600","13.45","1.82","73","0","73","0","315.4","326.6","2","36.35"
"2026-07-15T10:40:48.461Z","7666","7.666","17.49","1.03","94.3","0","94","0","318.5","326.2","2","33.81"
"2026-07-15T10:40:48.527Z","7732","7.732","16.96","1.07","92.6","0","94","0","317.3","326.1","2","34.7"
"2026-07-15T10:40:48.590Z","7795","7.795","14.67","1.02","78.1","0","78","0","314.6","325.7","2","34.59"
"2026-07-15T10:40:48.639Z","7844","7.844","11.45","1.45","44.8","0","45","0","311.1","326","2","35.1"
"2026-07-15T10:40:48.704Z","7909","7.909","10.75","1.8","40.3","0","41","0","310.3","326.1","2","33.8"
"2026-07-15T10:40:48.765Z","7970","7.970","12.66","2","63.8","0","64","0","312.1","326.6","2","34.29"
"2026-07-15T10:40:48.822Z","8027","8.027","15.72","2.05","82","0","82","0","314.9","326.8","2","34.89"
"2026-07-15T10:40:48.879Z","8084","8.084","18.01","3.4","96.7","0","97","0","316.6","327","2","35.59"
"2026-07-15T10:40:48.927Z","8132","8.132","17.84","3.48","96","0","97","0","315.7","327.2","2","35.99"
"2026-07-15T10:40:48.999Z","8204","8.204","17.86","2.96","94.8","0","95","0","315.1","326.7","2","35.27"
"2026-07-15T10:40:49.060Z","8265","8.265","15.82","3.18","82.9","0","83","0","312.6","326.8","2","35.35"
"2026-07-15T10:40:49.136Z","8341","8.341","17.11","3.2","82.9","0","83","0","311.9","326.8","3","34.33"
"2026-07-15T10:40:49.207Z","8412","8.412","16.9","2.89","87.4","0","86","0","312.2","326","2","31.78"
"2026-07-15T10:40:49.269Z","8474","8.474","16.85","3.31","87.2","0","87","0","311.5","326.4","2","32.05"
"2026-07-15T10:40:49.324Z","8529","8.529","17.62","3.6","91.7","0","92","0","312.2","326.6","2","32.91"
"2026-07-15T10:40:49.369Z","8574","8.574","17.95","3.76","59.6","0","60","0","312.3","326.7","3","34.28"
"2026-07-15T10:40:49.423Z","8628","8.628","18.51","3.89","96.2","14","86","14","312.6","326.7","2","35.74"
"2026-07-15T10:40:49.486Z","8691","8.691","22.82","5.58","118.6","16.4","119","16","316.4","326.4","2","34.48"
"2026-07-15T10:40:49.550Z","8755","8.755","25.78","3.34","130.2","15.3","130","16","318.2","325.6","3","34.48"
"2026-07-15T10:40:49.609Z","8814","8.814","28.16","0.18","151.8","0","152","0","320","322.5","2","34.82"
"2026-07-15T10:40:49.655Z","8860","8.860","29.04","0.17","153.3","0","152","0","319.9","320.6","3","34.91"
"2026-07-15T10:40:49.716Z","8921","8.921","26.2","-1.77","142.6","0","143","0","316.2","319.9","2","34.97"
"2026-07-15T10:40:49.787Z","8992","8.992","25.48","-1.16","135.7","0","136","0","314.1","320.2","2","34.36"
"2026-07-15T10:40:49.851Z","9056","9.056","25.17","0.36","131.3","0","131","0","310.3","321.6","2","33.78"
"2026-07-15T10:40:49.957Z","9162","9.162","24.52","1.48","126","0","126","0","307.5","322.6","2","34.01"
"2026-07-15T10:40:50.026Z","9231","9.231","23.02","1.89","119.1","0","119","0","304.4","323.1","2","30.36"
"2026-07-15T10:40:50.085Z","9290","9.290","23.54","0.99","121.2","0","121","0","303.7","322.7","2","32.3"
"2026-07-15T10:40:50.141Z","9346","9.346","22.56","-1.29","116.7","0","118","0","301.9","321.7","2","33"
"2026-07-15T10:40:50.204Z","9409","9.409","21.68","-2.42","110.6","0","111","0","298.6","320.6","2","32.79"
"2026-07-15T10:40:50.253Z","9458","9.458","19.62","-2.04","101","0","101","0","296.7","319.7","2","33.36"
"2026-07-15T10:40:50.333Z","9538","9.538","21.29","-1.12","107.5","0","108","0","295.6","320.3","2","33.1"
"2026-07-15T10:40:50.381Z","9586","9.586","21.45","1.24","110.7","0","111","0","296.3","321.3","2","33.87"
"2026-07-15T10:40:50.440Z","9645","9.645","19.83","0.45","103.3","0","103","0","294.2","322.4","2","34.14"
"2026-07-15T10:40:50.498Z","9703","9.703","21.19","2.39","108.3","0","108","0","292.9","322.6","2","34.55"
"2026-07-15T10:40:50.559Z","9764","9.764","19.79","0.49","103.4","0","103","0","291.7","323.4","2","33.48"
"2026-07-15T10:40:50.627Z","9832","9.832","20.1","0.94","105","0","105","0","290.9","322.8","2","33.92"
"2026-07-15T10:40:50.665Z","9870","9.870","20.01","0.24","103.9","0","105","0","289.4","321.7","2","34.76"
"2026-07-15T10:40:50.770Z","9975","9.975","20.41","-0.55","103.9","0","104","0","288.7","321.5","3","33.6"
"2026-07-15T10:40:50.825Z","10030","10.030","14.39","-0.19","75.7","0","76","0","281.8","321","2","30.56"
"2026-07-15T10:40:50.890Z","10095","10.095","11.98","-0.42","44.4","0","44","0","279","321","2","32.06"
"2026-07-15T10:40:50.949Z","10154","10.154","10.4","0.08","38.9","0","39","0","276.8","321.7","2","33.63"
"2026-07-15T10:40:51.007Z","10212","10.212","8.71","1.02","32.5","0","32","0","274.6","322.5","2","34.57"
"2026-07-15T10:40:51.052Z","10257","10.257","6.62","2.11","25.2","0","25","0","272","323.1","2","34.73"
"2026-07-15T10:40:51.132Z","10337","10.337","3.08","3.12","14.1","0","14","0","268.3","323.6","2","34.54"
"2026-07-15T10:40:51.171Z","10376","10.376","1.63","2.07","0","0","0","0","266.8","323.3","2","35.46"
"2026-07-15T10:40:51.239Z","10444","10.444","-1.03","0.9","0","0","0","0","264","322.5","2","35.71"
"2026-07-15T10:40:51.287Z","10492","10.492","-1.93","-1.32","0","0","0","0","263.2","320.2","2","35.91"
"2026-07-15T10:40:51.350Z","10555","10.555","-3.81","-2.28","0","0","0","0","261.3","319","3","35.29"
"2026-07-15T10:40:51.411Z","10616","10.616","-2.94","-5.9","-12","-21.2","-12","-21","262","315.9","2","36.56"
"2026-07-15T10:40:51.456Z","10661","10.661","-4.49","-9.21","-12.9","-23.7","-12","-24","260.5","311.7","3","36.58"
"2026-07-15T10:40:51.544Z","10749","10.749","-5.08","-10.77","-12","-15.4","-12","-15","259.9","310.4","3","35.78"
"2026-07-15T10:40:51.608Z","10813","10.813","-6.96","-14.56","0","0","0","0","258","305.7","3","32.17"
"2026-07-15T10:40:51.661Z","10866","10.866","-7.81","-16.45","0","0","0","0","257.2","303.8","3","33.92"
"2026-07-15T10:40:51.723Z","10928","10.928","-4.87","-32.09","-17.7","-148.3","-17","-148","260","289.1","2","34.15"
"2026-07-15T10:40:51.791Z","10996","10.996","-5.51","-36.92","-16.4","-163.6","-16","-164","261.1","284.5","3","34.43"
"2026-07-15T10:40:51.835Z","11040","11.040","-1.52","-38.07","0","-182.1","0","-182","266.9","284.4","2","35.04"
"2026-07-15T10:40:51.895Z","11100","11.100","0.59","-37.33","0","-182.9","0","-182","270","284.5","2","34.96"
"2026-07-15T10:40:51.962Z","11167","11.167","-2.6","-34.94","0","-171.5","0","-172","269.9","288.4","2","35.14"
"2026-07-15T10:40:52.010Z","11215","11.215","-3.2","-31.31","-12","-155.2","-12","-155","269.7","292.7","3","35.27"
"2026-07-15T10:40:52.071Z","11276","11.276","-2.33","-24.76","-12","-118.8","-12","-119","272.2","299.4","2","35.88"
"2026-07-15T10:40:52.135Z","11340","11.340","0.48","-20.23","0","-87.6","0","-88","277","304.4","2","34.61"
"2026-07-15T10:40:52.183Z","11388","11.388","2.7","-17.35","0","-80.5","0","-81","281.2","307.9","3","34.81"
"2026-07-15T10:40:52.242Z","11447","11.447","1.47","-15.43","0","-65.4","0","-65","280.6","308.2","2","34.87"
"2026-07-15T10:40:52.299Z","11504","11.504","-0.91","-19.02","0","-78.3","0","-78","278.7","306.2","2","35.31"
"2026-07-15T10:40:52.376Z","11581","11.581","-2","-18.82","0","-78.3","0","-78","278.9","306.5","3","35.01"
"2026-07-15T10:40:52.450Z","11655","11.655","-5.16","-24.31","-14.2","-109.9","-14","-110","276.3","301","2","32.65"
"2026-07-15T10:40:52.519Z","11724","11.724","-6.42","-25.83","-22.6","-122.7","-23","-123","275.8","299.7","2","33.76"
"2026-07-15T10:40:52.564Z","11769","11.769","-5.6","-25.16","-22.9","-119.8","-23","-120","276.9","300.3","3","34.55"
"2026-07-15T10:40:52.627Z","11832","11.832","-4.46","-22.46","-20.9","-107.2","-21","-107","277.9","302.9","2","35.77"
"2026-07-15T10:40:52.684Z","11889","11.889","-4.95","-19.95","-20.5","-91.3","-21","-91","278.8","305.8","2","34.83"
"2026-07-15T10:40:52.736Z","11941","11.941","-6.11","-17.94","-23.5","-81.6","-23","-82","278.3","307.8","2","33.98"
"2026-07-15T10:40:52.804Z","12009","12.009","-5.51","-16.46","-15.3","-53","-15","-53","278.4","309.2","3","36.31"
"2026-07-15T10:40:52.858Z","12063","12.063","-6.73","-13.45","-25","-59","-24","-59","277.7","312.2","2","34.42"
"2026-07-15T10:40:52.933Z","12138","12.138","-7.89","-10.3","-28.8","-35.3","-29","-35","276.9","315.2","2","33.03"
"2026-07-15T10:40:53.000Z","12205","12.205","-6","-6.95","-26.2","-26","-26","-26","278.6","318.5","2","32.97"
"2026-07-15T10:40:53.048Z","12253","12.253","-5.4","-4.46","-22.4","-16","-22","-16","279.2","321.1","2","34.21"
"2026-07-15T10:40:53.116Z","12321","12.321","-6.44","-2.07","-23.2","0","-22","0","278.3","323.4","2","34.99"
"2026-07-15T10:40:53.200Z","12405","12.405","-8.23","0.12","-26.1","0","-26","0","276.5","325.6","2","31.32"
"2026-07-15T10:40:53.285Z","12490","12.490","-13.26","-0.67","-71.7","0","-72","0","271.9","325","2","31.09"
"2026-07-15T10:40:53.336Z","12541","12.541","-14.72","0.24","-46.6","0","-47","0","269.6","325.4","3","33.1"
"2026-07-15T10:40:53.379Z","12584","12.584","-17.84","0.52","0","0","0","0","267.5","325.8","3","34.99"
"2026-07-15T10:40:53.429Z","12634","12.634","-19.73","0.72","0","0","0","0","265.7","326.1","3","36.52"
"2026-07-15T10:40:53.469Z","12674","12.674","-21.33","0.8","0","0","0","0","264","326.5","3","37.63"
"2026-07-15T10:40:53.534Z","12739","12.739","-22.98","1.16","0","0","0","0","262.3","326.8","3","37.58"
"2026-07-15T10:40:53.584Z","12789","12.789","-24.84","1.6","0","0","0","0","260.8","327.1","3","38.05"
"2026-07-15T10:40:53.648Z","12853","12.853","0","0","0","0","0","0","0","0","0","40.7"
"2026-07-15T10:40:53.697Z","12902","12.902","0","0","0","0","0","0","0","0","0","41.15"
"2026-07-15T10:40:53.755Z","12960","12.960","0","0","0","0","0","0","0","0","0","39.49"
"2026-07-15T10:40:53.809Z","13014","13.014","0","0","0","0","0","0","0","0","0","39.33"
"2026-07-15T10:40:53.877Z","13082","13.082","0","0","0","0","0","0","0","0","0","40.78"
"2026-07-15T10:40:53.936Z","13141","13.141","0","0","0","0","0","0","0","0","0","40.89"
"2026-07-15T10:40:54.000Z","13205","13.205","0","0","0","0","0","0","0","0","0","41.64"
"2026-07-15T10:40:54.055Z","13260","13.260","0","0","0","0","0","0","0","0","0","40.11"
"2026-07-15T10:40:54.168Z","13373","13.373","0","0","0","0","0","0","0","0","0","41.12"
"2026-07-15T10:40:54.227Z","13432","13.432","-65.14","1.91","-409.1","0","-407","0","220.3","328.1","3","37.39"
"2026-07-15T10:40:54.294Z","13499","13.499","-70.2","2.2","0","0","-123","0","217.1","328.2","3","37.18"
"2026-07-15T10:40:54.338Z","13543","13.543","-33.98","3.46","-179.1","13","-179","14","253.9","329.6","2","37.22"
"2026-07-15T10:40:54.395Z","13600","13.600","-25.5","2.97","-125.2","11.9","-125","12","263.8","328.7","2","36.79"
"2026-07-15T10:40:54.454Z","13659","13.659","-13.06","-3.42","-55.4","-20.6","-55","-21","275.4","322.5","2","36.44"
"2026-07-15T10:40:54.533Z","13738","13.738","-3.72","-6.07","-36","-13.4","-36","-13","285.6","319.7","3","37.28"
"2026-07-15T10:40:54.573Z","13778","13.778","-7.99","-3.11","-17.7","-18.5","-19","-18","281.4","322.5","2","35.92"
"2026-07-15T10:40:54.629Z","13834","13.834","-9.87","-1.43","-23.7","0","-24","0","279.2","323.9","2","35.81"
"2026-07-15T10:40:54.690Z","13895","13.895","-8.15","-1.33","-15.4","0","-15","0","281","324","3","36.68"
"2026-07-15T10:40:54.750Z","13955","13.955","-6.55","-1.2","0","0","0","0","282.6","324.2","3","37.57"
"2026-07-15T10:40:54.787Z","13992","13.992","-4.89","-1.05","0","0","0","0","284.2","324.3","3","37.93"
"2026-07-15T10:40:54.854Z","14059","14.059","-3.34","-1.1","0","0","0","0","285.6","324.4","3","39.05"
"2026-07-15T10:40:54.912Z","14117","14.117","-1.75","-0.9","0","0","0","0","287.4","324.6","3","40.19"
"2026-07-15T10:40:54.991Z","14196","14.196","-28.47","-0.63","-148","0","-72","0","260.8","325","2","41.66"
"2026-07-15T10:40:55.075Z","14280","14.280","-32.41","-0.54","-165.5","0","-165","0","256.9","325.1","2","39.96"
"2026-07-15T10:40:55.144Z","14349","14.349","-30.56","0.22","-161.8","0","-162","0","258.8","325.7","2","36.49"
"2026-07-15T10:40:55.200Z","14405","14.405","-22.93","1.81","-124.5","0","-125","0","266.4","327.6","2","36.76"
"2026-07-15T10:40:55.258Z","14463","14.463","-16.16","3.17","-77.9","0","-78","0","274.2","329.1","2","36.13"
"2026-07-15T10:40:55.323Z","14528","14.528","-11.41","4.01","-35.6","0","-36","0","279.2","329.9","2","35.2"
"2026-07-15T10:40:55.399Z","14604","14.604","-8.53","5.91","-31.1","19.3","-31","19","280.8","331.5","2","33.7"
"2026-07-15T10:40:55.446Z","14651","14.651","-11.13","5.76","-34.9","21.7","-35","21","280","331.3","2","34.02"
